Path,Slice Name,Alias(s),Label,Min,Max,Must Support?,Is Modifier?,Is Summary?,Type(s),Short,Definition,Comments,Requirements,Default Value,Meaning When Missing,Fixed Value,Pattern,Example,Minimum Value,Maximum Value,Maximum Length,Binding Strength,Binding Description,Binding Value Set,Code,Slicing Discriminator,Slicing Description,Slicing Ordered,Slicing Rules,Base Path,Base Min,Base Max,Condition(s),Constraint(s),Mapping: Workflow Pattern,Mapping: RIM Mapping,Mapping: FiveWs Pattern Mapping,Mapping: Canadian Dental Association eclaims standard,Mapping: HL7 v2 Mapping,Mapping: Canadian Pharmacy Associaiton eclaims standard
Coverage.meta.security,,,,0,*,,,Y,"Coding {[]} {[]}
",Security Labels applied to this resource,Security labels applied to this resource. These tags connect specific resources to the overall security policy and infrastructure.,"The security labels can be updated without changing the stated version of the resource. The list of security labels is a set. Uniqueness is based the system/code, and version and display are ignored.",,,,,,,,,,extensible,Security Labels from the Healthcare Privacy and Security Classification System.,http://hl7.org/fhir/ValueSet/security-labels,,,,,Meta.security,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,,
Coverage.meta.tag,,,,0,*,,,Y,"Coding {[]} {[]}
",Tags applied to this resource,"Tags applied to this resource. Tags are intended to be used to identify and relate resources to process and workflow, and applications are not required to consider the tags when interpreting the meaning of a resource.","The tags can be updated without changing the stated version of the resource. The list of tags is a set. Uniqueness is based the system/code, and version and display are ignored.",,,,,,,,,,example,"Codes that represent various types of tags, commonly workflow-related; e.g. ""Needs review by Dr. Jones"".",http://hl7.org/fhir/ValueSet/common-tags,,,,,Meta.tag,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,,
Coverage.implicitRules,,,,0,1,,Y,Y,"uri {[]} {[]}
",A set of rules under which this content was created,"A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.",,,,,,,,,,,,,,,,,Resource.implicitRules,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,,
Coverage.language,,,,0,1,,,,"code {[]} {[]}
",Language of the resource content,The base language in which the resource is written.,"Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).",,,,,,,,,,preferred,A human language.,http://hl7.org/fhir/ValueSet/languages,,,,,Resource.language,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,,
Coverage.text,,"narrative
htmlxhtmldisplay",,0,1,,,,"Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.",,,,,,,,,,,,,,,,,DomainResource.text,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",Act.text?,,,,,,
Coverage.contained,,"inline resources
anonymous resourcescontained resources",,0,*,,,,"Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.",,,,,,,,,,,,,,,,,DomainResource.contained,0,*,,,N/A,,,,,,
Coverage.extension,,"extensions
user content",,0,*,,,,"Extension {[]} {[]}
",Additional content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",,,,,,,,,,,,,,,,,DomainResource.extension,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}",N/A,,,,,,
Coverage.modifierExtension,,"extensions
user content",,0,*,,Y,,"Extension {[]} {[]}
",Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the resource and that modifies the understanding of the element that contains it and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).",,,,,,,,,,,,,,,,DomainResource.modifierExtension,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}",N/A,,,,,,
Coverage.identifier,,,,0,*,Y,,Y,"Identifier {[]} {[]}
",Business Identifier for the coverage,A unique identifier assigned to this coverage.,"The main (and possibly only) identifier for the coverage - often referred to as a Member Id, Certificate number, Personal Health Number or Case ID. May be constructed as the concatenation of the Coverage.SubscriberID and the Coverage.dependant.",Allows coverages to be distinguished and referenced.,,,,,,,,,,,,,,,,Coverage.identifier,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",Event.identifier,.id,FiveWs.identifier,C02,IN1-2,"C.32, C.33, C.39",
Coverage.status,,,,1,1,Y,Y,Y,"code {[]} {[]}
",active | cancelled | draft | entered-in-error,The status of the resource instance.,Identifies the status of the coverage information (default: active) (133),Need to track the status of the resource as 'draft' resources may undergo further edits while 'active' resources are immutable and may only have their status changed to 'cancelled'.,,,,,,,,,required,A code specifying the state of the resource instance.,http://hl7.org/fhir/ValueSet/fm-status|4.0.1,,,,,Coverage.status,1,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",Event.status,Act.status,FiveWs.status,,,,
Coverage.type,,,,0,1,,,Y,"CodeableConcept {[]} {[]}
",Coverage category such as medical or accident,"The type of coverage: social program, medical plan, accident coverage (workers compensation, auto), group health or payment by an individual or organization.","Identifies if the coverage is PPO, HMO, POS, etc. (3)",The order of application of coverages is dependent on the types of coverage.,,,,,,,,,preferred,"The type of insurance: public health, worker compensation; private accident, auto, private health, etc.) or a direct payment by an individual or organization.",http://hl7.org/fhir/ValueSet/coverage-type,,,,,Coverage.type,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",FiveWs.class,IN1-15,,,,,
Coverage.policyHolder,,,,0,1,,,Y,"Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
",Owner of the policy,The party who 'owns' the insurance policy.,"For example: may be an individual, corporation or the subscriber's employer.",This provides employer information in the case of Worker's Compensation and other policies.,,,,,,,,,,,,,,,,Coverage.policyHolder,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",FiveWs.subject[x],FiveWs.subject,D01 through D09,"IN1-16, 18,  19-name of insured, address, date of birth",C.35,,
Coverage.subscriber,,,,0,1,,,Y,"Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson]]}
",Subscriber to the policy,The party who has signed-up for or 'owns' the contractual relationship to the policy or to whom the benefit of the policy for services rendered to them or their family is due.,May be self or a parent in the case of dependants.,This is the party who is entitled to the benfits under the policy.,,,,,,,,,,,,,,,,Coverage.subscriber,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",FiveWs.subject[x],FiveWs.subject,D01 through D09,"IN1-16, 18,  19-name of insured, address, date of birth",C.35,,
Coverage.subscriberId,,,,1,1,Y,,Y,"string {[]} {[]}
",ID assigned to the subscriber,The insurer assigned ID for the Subscriber.,The identifier assigned by the Payer on the subscriber's ID card (132),The insurer requires this identifier on correspondance and claims (digital and otherwise).,,,,,,,,,,,,,,,,Coverage.subscriberId,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",FiveWs.subject[x],FiveWs.subject,D01 through D09,"IN1-16, 18,  19-name of insured, address, date of birth",C.35,,
Coverage.beneficiary,,,,1,1,Y,,Y,"Reference {[]} {[CanonicalType[http://hl7.org/fhir/us/carin-bb/StructureDefinition/C4BB-Patient]]}
",Plan beneficiary,The party who benefits from the insurance coverage; the patient when products and/or services are provided.,"Identifier for a member assigned by the Payer.  If members receive ID cards, that is the identifier that should be provided (1).  This is the party who receives treatment for which the costs are reimbursed under the coverage. alternate path:  EOB.patient(Patient).identifier",This is the party who receives treatment for which the costs are reimbursed under the coverage.,,,,,,,,,,,,,,,,Coverage.beneficiary,1,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",Event.subject,FiveWs.subject[x],FiveWs.subject,D01 through D09,"IN1-16, 18,  19-name of insured, address, date of birth",C.35,
Coverage.dependent,,,,0,1,,,Y,"string {[]} {[]}
",Dependent number,A unique identifier for a dependent under the coverage.,Periodically the member number is constructed from the subscriberId and the dependant number.,For some coverages a single identifier is issued to the Subscriber and then a unique dependent number is issued to each beneficiary.,,,,,,,,,,,,,,,,Coverage.dependent,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",C17,- No exact HL7 v2 equivalent concept seems to exist;,,,,,
Coverage.relationship,,,,1,1,Y,,,"CodeableConcept {[]} {[]}
",Beneficiary relationship to the subscriber,The relationship of beneficiary (patient) to the subscriber.,Relationship of the member to the person insured (subscriber). (72),To determine relationship between the patient and the subscriber to determine coordination of benefits.,,,,,,,,,required,,http://hl7.org/fhir/ValueSet/subscriber-relationship,,,,,Coverage.relationship,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",C03,,,,,,
Coverage.period,,,,0,1,Y,,Y,"Period {[]} {[]}
",Coverage start and end dates,"Time period during which the coverage is in force. A missing start date indicates the start date isn't known, a missing end date means the coverage is continuing to be in force.",Date that the contract became effective (74) and Date that the contract was terminated or coverage changed (75),Some insurers require the submission of the coverage term.,,,,,,,,,,,,,,,,Coverage.period,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",Event.occurrence[x],Act.effectiveTime,FiveWs.done[x],IN1-12 / IN1-13,,,
Coverage.payor,,,,1,1,Y,,Y,"Reference {[]} {[CanonicalType[http://hl7.org/fhir/us/carin-bb/StructureDefinition/C4BB-Organization]]}
",Issuer of the policy,"The program or plan underwriter or payor including both insurance and non-insurance agreements, such as patient-pay agreements.",Issuer of the Policy (2),Need to identify the issuer to target for claim processing and for coordination of benefit processing.,,,,,,,,,,,,,,,,Coverage.payor,1,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",FiveWs.author,A05,IN1-3,C.30,,,
Coverage.class,,,,0,*,Y,,,"BackboneElement {[]} {[]}
",Additional coverage classifications,A suite of underwriter specific classifiers.,"For example may be used to identify a class of coverage or employer group, Policy, Plan.",The codes provided on the health card which identify or confirm the specific policy for the insurer.,,,,,,,,,,,,,"pattern:type}
",Slice based on value pattern,,open,Coverage.class,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,
Coverage.class.id,,,,0,1,,,,"string {[]} {[]}
",Unique id for inter-element referencing,Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,,,,,,,,,,,,,,,,,Element.id,0,1,,,n/a,,,,,,
Coverage.class.extension,,"extensions
user content",,0,*,,,,"Extension {[]} {[]}
",Additional content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",,,,,,,,,,,,,,,,,Element.extension,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}",n/a,,,,,,
Coverage.class.modifierExtension,,"extensions
user contentmodifiers",,0,*,,Y,Y,"Extension {[]} {[]}
",Extensions that cannot be ignored even if unrecognized,"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).",,,,,,,,,,,,,,,,BackboneElement.modifierExtension,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}",N/A,,,,,,
Coverage.class.type,,,,1,1,,,Y,"CodeableConcept {[]} {[]}
",Type of class such as 'group' or 'plan',"The type of classification for which an insurer-specific class label or number and optional name is provided, for example may be used to identify a class of coverage or employer group, Policy, Plan.",,The insurer issued label for a specific health card value.,,,,,,,,,extensible,"The policy classifications, eg. Group, Plan, Class, etc.",http://hl7.org/fhir/ValueSet/coverage-class,,,,,Coverage.class.type,1,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,,
Coverage.class.value,,,,1,1,,,Y,"string {[]} {[]}
",Value associated with the type,The alphanumeric string value associated with the insurer issued label.,"For example, the Group or Plan number.",The insurer issued label and value are necessary to identify the specific policy.,,,,,,,,,,,,,,,,Coverage.class.value,1,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C11 (Division,Section)",IN1-8,C.31,,,,
Coverage.class.name,,,,0,1,,,Y,"string {[]} {[]}
",Human readable description of the type and value,A short description for the class.,,Used to provide a meaningful description in correspondence to the patient.,,,,,,,,,,,,,,,,Coverage.class.name,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C11 (Division,Section)",IN1-8,C.31,,,,
Coverage.class[group],group,,,0,1,Y,,,"BackboneElement {[]} {[]}
",Group,A suite of underwriter specific classifiers.,"For example may be used to identify a class of coverage or employer group, Policy, Plan.",The codes provided on the health card which identify or confirm the specific policy for the insurer.,,,,,,,,,,,,,,,,Coverage.class,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,,
Coverage.class[group].id,group,,,0,1,,,,"string {[]} {[]}
",Unique id for inter-element referencing,Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,,,,,,,,,,,,,,,,,Element.id,0,1,,,n/a,,,,,,
Coverage.class[group].extension,group,"extensions
user content",,0,*,,,,"Extension {[]} {[]}
",Additional content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",,,,,,,,,,,,,,,,,Element.extension,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}",n/a,,,,,,
Coverage.class[group].modifierExtension,group,"extensions
user contentmodifiers",,0,*,,Y,Y,"Extension {[]} {[]}
",Extensions that cannot be ignored even if unrecognized,"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).",,,,,,,,,,,,,,,,BackboneElement.modifierExtension,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}",N/A,,,,,,
Coverage.class[group].type,group,,,1,1,,,Y,"CodeableConcept {[]} {[]}
",Type of class such as 'group' or 'plan',"The type of classification for which an insurer-specific class label or number and optional name is provided, for example may be used to identify a class of coverage or employer group, Policy, Plan.",,The insurer issued label for a specific health card value.,,,,"<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <system value=""http://terminology.hl7.org/CodeSystem/coverage-class""/>
    <code value=""group""/>
  </coding>
</valueCodeableConcept>",,,,,extensible,"The policy classifications, eg. Group, Plan, Class, etc.",http://hl7.org/fhir/ValueSet/coverage-class,,,,,Coverage.class.type,1,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,,
Coverage.class[group].value,group,,,1,1,Y,,Y,"string {[]} {[]}
",Group Number,The alphanumeric string value associated with the insurer issued label.,Employer account identifier (134),The insurer issued label and value are necessary to identify the specific policy.,,,,,,,,,,,,,,,,Coverage.class.value,1,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C11 (Division,Section)",IN1-8,C.31,,,,
Coverage.class[group].name,group,,,0,1,Y,,Y,"string {[]} {[]}
",Group Name,A short description for the class.,Name of the Employer Account (135),Used to provide a meaningful description in correspondence to the patient.,,,,,,,,,,,,,,,,Coverage.class.name,0,1,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","C11 (Division,Section)",IN1-8,C.31,,,,
Coverage.class[plan],plan,,,0,1,Y,,,"BackboneElement {[]} {[]}
",Plan,A suite of underwriter specific classifiers.,"For example may be used to identify a class of coverage or employer group, Policy, Plan.",The codes provided on the health card which identify or confirm the specific policy for the insurer.,,,,,,,,,,,,,,,,Coverage.class,0,*,,"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
",,,,,,,
Coverage.class[plan].id,plan,,,0,1,,,,"string {[]} {[]}
",Unique id for inter-element referencing,Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,,,,,,,,,,,,,,,,,Element.id,0,1,,,n/a,,,,,,
